student_id,school_id,grade,gender,socioeconomic_band,device_access,internet_quality,enrollment_date,baseline_engagement_score,dropout_probability,dropped_out,dropout_day,dropout_date
STU01378,SCH060,10,Male,Low,Shared phone,Moderate,2025-08-05,0.35,0.622,True,73.0,2025-10-13
STU01379,SCH064,11,Male,Middle,Own phone,Poor,2025-08-17,0.489,0.369,True,64.0,2025-10-04
STU01380,SCH074,9,Male,Middle,Tablet,Good,2025-08-02,0.803,0.113,False,,
STU01381,SCH043,7,Female,Middle,Shared phone,Poor,2025-08-09,0.645,0.336,False,,
STU01382,SCH027,11,Male,Middle,Own phone,Moderate,2025-08-11,0.833,0.109,False,,
STU01383,SCH013,8,Female,High,Own phone,Moderate,2025-08-09,0.98,0.058,False,,
STU01384,SCH060,8,Male,High,Own phone,Moderate,2025-08-09,0.98,0.065,False,,
STU01385,SCH059,9,Female,Low,Shared phone,Good,2025-08-21,0.614,0.352,False,,
STU01386,SCH047,8,Male,Middle,Shared phone,Moderate,2025-08-01,0.876,0.134,False,,
STU01387,SCH015,10,Female,Middle,Own phone,Good,2025-08-21,0.847,0.12,False,,
STU01388,SCH034,6,Female,High,Laptop/Desktop,Moderate,2025-08-16,0.98,0.066,False,,
STU01389,SCH025,8,Female,Middle,Laptop/Desktop,Poor,2025-08-20,0.821,0.156,False,,
STU01390,SCH082,11,Male,Middle,Shared phone,Good,2025-08-14,0.747,0.226,False,,
STU01391,SCH018,6,Male,High,Shared phone,Poor,2025-08-20,0.534,0.464,False,,
STU01392,SCH078,9,Female,Middle,Own phone,Good,2025-08-02,0.98,0.066,False,,
STU01393,SCH053,10,Female,Low,Shared phone,Good,2025-08-16,0.67,0.349,True,52.0,2025-09-22
STU01394,SCH005,11,Female,Middle,Laptop/Desktop,Moderate,2025-08-15,0.98,0.071,False,,
STU01395,SCH080,9,Male,Low,Own phone,Good,2025-08-20,0.882,0.121,False,,
STU01396,SCH022,11,Male,Middle,Laptop/Desktop,Moderate,2025-08-02,0.951,0.088,False,,
STU01397,SCH079,7,Male,Middle,Shared phone,Moderate,2025-08-11,0.737,0.217,False,,
STU01398,SCH042,8,Male,Middle,Laptop/Desktop,Moderate,2025-08-11,0.861,0.08,False,,
STU01399,SCH079,12,Female,High,Tablet,Moderate,2025-08-02,0.98,0.084,False,,
STU01400,SCH051,11,Female,Low,Tablet,Good,2025-08-14,0.674,0.228,False,,
STU01401,SCH010,9,Male,Middle,Laptop/Desktop,Moderate,2025-08-11,0.928,0.071,False,,
STU01402,SCH019,9,Male,Middle,Own phone,Good,2025-08-11,0.861,0.092,True,28.0,2025-08-29
STU01403,SCH079,9,Female,Low,Shared phone,Moderate,2025-08-15,0.744,0.284,True,29.0,2025-08-30
STU01404,SCH064,6,Male,Middle,Own phone,Moderate,2025-08-16,0.808,0.097,False,,
STU01405,SCH018,11,Female,Middle,Laptop/Desktop,Moderate,2025-08-14,0.902,0.108,False,,
STU01406,SCH062,11,Female,Low,Laptop/Desktop,Good,2025-08-09,0.803,0.167,False,,
STU01407,SCH041,9,Female,High,Own phone,Good,2025-08-21,0.886,0.086,False,,
STU01408,SCH048,7,Male,Middle,Tablet,Good,2025-08-05,0.98,0.059,False,,
STU01409,SCH066,8,Male,Low,Shared phone,Poor,2025-08-08,0.241,0.72,True,36.0,2025-09-06
STU01410,SCH005,6,Male,Low,Shared phone,Moderate,2025-08-11,0.612,0.336,True,26.0,2025-08-27
STU01411,SCH051,10,Male,Middle,Own phone,Moderate,2025-08-07,0.873,0.096,True,54.0,2025-09-24
STU01412,SCH038,9,Male,High,Own phone,Good,2025-08-08,0.98,0.062,True,54.0,2025-09-24
STU01413,SCH090,7,Female,Middle,Shared phone,Poor,2025-08-20,0.221,0.708,True,42.0,2025-09-12
STU01414,SCH018,10,Male,Low,Tablet,Poor,2025-08-04,0.471,0.527,False,,
STU01415,SCH006,12,Female,Low,Own phone,Good,2025-08-11,0.709,0.244,True,45.0,2025-09-15
STU01416,SCH013,6,Male,Middle,Own phone,Moderate,2025-08-10,0.924,0.069,False,,
STU01417,SCH041,9,Female,Middle,Shared phone,Good,2025-08-02,0.98,0.107,False,,
STU01418,SCH014,9,Female,Middle,Shared phone,Good,2025-08-05,0.717,0.219,False,,
STU01419,SCH057,7,Male,Low,Tablet,Moderate,2025-08-06,0.545,0.263,False,,
STU01420,SCH085,9,Female,Middle,Laptop/Desktop,Moderate,2025-08-10,0.933,0.072,False,,
STU01421,SCH087,9,Female,Middle,Shared phone,Good,2025-08-09,0.72,0.238,False,,
STU01422,SCH018,7,Male,Middle,Laptop/Desktop,Good,2025-08-13,0.98,0.07,False,,
STU01423,SCH068,7,Male,Low,Laptop/Desktop,Poor,2025-08-08,0.53,0.428,False,,
STU01424,SCH042,11,Female,Middle,Laptop/Desktop,Good,2025-08-17,0.947,0.076,False,,
STU01425,SCH066,8,Female,Middle,Own phone,Moderate,2025-08-08,0.98,0.061,False,,
STU01426,SCH043,10,Female,Middle,Own phone,Good,2025-08-18,0.98,0.073,False,,
STU01427,SCH090,10,Male,Low,Tablet,Moderate,2025-08-21,0.594,0.328,False,,
STU01428,SCH032,11,Male,Low,Own phone,Moderate,2025-08-15,0.856,0.148,False,,
STU01429,SCH015,10,Female,Middle,Shared phone,Good,2025-08-03,0.64,0.314,False,,
STU01430,SCH084,11,Male,Low,Own phone,Poor,2025-08-19,0.591,0.391,False,,
STU01431,SCH053,10,Male,Middle,Own phone,Good,2025-08-18,0.841,0.109,False,,
STU01432,SCH060,8,Non-binary,Middle,Own phone,Good,2025-08-12,0.98,0.065,False,,
STU01433,SCH048,8,Female,Low,Laptop/Desktop,Good,2025-08-08,0.855,0.12,False,,
STU01434,SCH054,8,Male,Middle,Own phone,Poor,2025-08-15,0.69,0.21,False,,
STU01435,SCH066,8,Male,Middle,Own phone,Moderate,2025-08-13,0.98,0.061,False,,
STU01436,SCH084,6,Female,Low,Laptop/Desktop,Poor,2025-08-17,0.75,0.237,False,,
STU01437,SCH067,8,Female,Middle,Shared phone,Moderate,2025-08-14,0.33,0.511,False,,
STU01438,SCH077,8,Female,Middle,Shared phone,Moderate,2025-08-18,0.634,0.286,False,,
STU01439,SCH074,6,Female,High,Laptop/Desktop,Moderate,2025-08-21,0.98,0.068,False,,
STU01440,SCH081,7,Male,Low,Laptop/Desktop,Moderate,2025-08-16,0.919,0.1,False,,
STU01441,SCH092,10,Male,High,Tablet,Good,2025-08-07,0.98,0.08,False,,
STU01442,SCH088,9,Female,Middle,Own phone,Moderate,2025-08-19,0.963,0.069,False,,
STU01443,SCH018,11,Male,Low,Own phone,Moderate,2025-08-18,0.559,0.347,True,82.0,2025-10-22
STU01444,SCH077,9,Female,Middle,Laptop/Desktop,Good,2025-08-10,0.98,0.071,False,,
STU01445,SCH052,11,Male,Middle,Laptop/Desktop,Moderate,2025-08-02,0.684,0.195,False,,
STU01446,SCH063,11,Female,Middle,Shared phone,Good,2025-08-21,0.618,0.347,True,74.0,2025-10-14
STU01447,SCH083,6,Male,Middle,Laptop/Desktop,Good,2025-08-12,0.98,0.065,False,,
STU01448,SCH040,12,Male,High,Own phone,Good,2025-08-09,0.829,0.124,False,,
STU01449,SCH019,6,Male,Middle,Shared phone,Good,2025-08-13,0.687,0.235,False,,
STU01450,SCH078,9,Male,High,Shared phone,Good,2025-08-02,0.869,0.149,False,,
STU01451,SCH065,11,Female,High,Shared phone,Good,2025-08-18,0.686,0.257,False,,
STU01452,SCH021,8,Male,Middle,Laptop/Desktop,Poor,2025-08-04,0.809,0.151,False,,
STU01453,SCH073,9,Male,Middle,Own phone,Moderate,2025-08-06,0.686,0.173,True,59.0,2025-09-29
STU01454,SCH086,8,Female,Middle,Tablet,Good,2025-08-12,0.98,0.064,False,,
STU01455,SCH064,6,Non-binary,High,Shared phone,Poor,2025-08-14,0.519,0.425,True,21.0,2025-08-22
STU01456,SCH064,6,Female,Middle,Laptop/Desktop,Moderate,2025-08-01,0.805,0.097,False,,
STU01457,SCH083,6,Female,Low,Own phone,Moderate,2025-08-13,0.842,0.137,False,,
STU01458,SCH003,6,Male,Middle,Laptop/Desktop,Poor,2025-08-04,0.703,0.224,False,,
STU01459,SCH016,9,Female,Low,Own phone,Moderate,2025-08-21,0.66,0.206,False,,
STU01460,SCH055,9,Female,High,Laptop/Desktop,Good,2025-08-08,0.98,0.062,False,,
STU01461,SCH027,9,Female,Middle,Tablet,Poor,2025-08-11,0.795,0.149,False,,
STU01462,SCH061,10,Male,Middle,Own phone,Poor,2025-08-14,0.607,0.346,True,82.0,2025-10-22
STU01463,SCH023,6,Male,Low,Laptop/Desktop,Good,2025-08-04,0.98,0.095,False,,
STU01464,SCH059,7,Female,Middle,Own phone,Good,2025-08-04,0.94,0.07,False,,
STU01465,SCH064,10,Male,Low,Laptop/Desktop,Moderate,2025-08-21,0.809,0.162,False,,
STU01466,SCH069,12,Male,Middle,Shared phone,Moderate,2025-08-13,0.671,0.28,False,,
STU01467,SCH090,8,Male,Middle,Tablet,Poor,2025-08-05,0.775,0.192,False,,
STU01468,SCH034,6,Male,Middle,Laptop/Desktop,Good,2025-08-14,0.98,0.066,False,,
STU01469,SCH060,11,Male,Low,Laptop/Desktop,Moderate,2025-08-19,0.647,0.269,True,41.0,2025-09-11
STU01470,SCH038,11,Female,Middle,Own phone,Good,2025-08-17,0.923,0.09,False,,
STU01471,SCH058,8,Female,Middle,Own phone,Good,2025-08-09,0.946,0.067,True,76.0,2025-10-16
STU01472,SCH028,7,Male,High,Laptop/Desktop,Poor,2025-08-14,0.676,0.222,False,,
STU01473,SCH079,6,Female,High,Own phone,Moderate,2025-08-19,0.765,0.127,True,53.0,2025-09-23
STU01474,SCH074,9,Female,Middle,Laptop/Desktop,Good,2025-08-06,0.98,0.068,False,,
STU01475,SCH061,12,Female,Low,Shared phone,Good,2025-08-17,0.523,0.525,True,67.0,2025-10-07
STU01476,SCH042,10,Female,Low,Shared phone,Moderate,2025-08-21,0.495,0.471,True,42.0,2025-09-12
STU01477,SCH019,8,Male,High,Tablet,Poor,2025-08-08,0.906,0.122,False,,
STU01478,SCH006,10,Female,High,Own phone,Good,2025-08-19,0.878,0.114,True,73.0,2025-10-13
STU01479,SCH079,11,Male,Low,Own phone,Moderate,2025-08-01,0.51,0.376,True,74.0,2025-10-14
STU01480,SCH020,9,Male,Middle,Own phone,Moderate,2025-08-08,0.707,0.146,False,,
STU01481,SCH045,11,Female,Middle,Laptop/Desktop,Moderate,2025-08-06,0.899,0.089,False,,
STU01482,SCH019,8,Female,Low,Own phone,Good,2025-08-01,0.793,0.156,False,,
STU01483,SCH006,8,Female,High,Laptop/Desktop,Moderate,2025-08-13,0.943,0.077,False,,
STU01484,SCH061,9,Male,High,Own phone,Moderate,2025-08-12,0.62,0.204,False,,
STU01485,SCH056,9,Female,High,Own phone,Moderate,2025-08-08,0.559,0.218,False,,
STU01486,SCH043,12,Male,Low,Shared phone,Moderate,2025-08-19,0.51,0.473,False,,
STU01487,SCH002,9,Female,Middle,Own phone,Moderate,2025-08-06,0.749,0.116,False,,
STU01488,SCH083,8,Female,High,Shared phone,Moderate,2025-08-18,0.536,0.334,False,,
STU01489,SCH030,8,Female,Middle,Shared phone,Moderate,2025-08-14,0.763,0.187,False,,
STU01490,SCH055,9,Female,Middle,Own phone,Poor,2025-08-19,0.788,0.163,False,,
STU01491,SCH049,8,Female,Middle,Tablet,Moderate,2025-08-01,0.974,0.057,False,,
STU01492,SCH046,10,Male,Low,Own phone,Poor,2025-08-21,0.532,0.448,True,77.0,2025-10-17
STU01493,SCH006,8,Female,Middle,Own phone,Moderate,2025-08-01,0.831,0.107,False,,
STU01494,SCH002,8,Male,High,Own phone,Moderate,2025-08-15,0.724,0.124,False,,
STU01495,SCH026,9,Male,Low,Own phone,Moderate,2025-08-16,0.793,0.15,False,,
STU01496,SCH070,6,Male,Low,Tablet,Good,2025-08-04,0.98,0.088,False,,
STU01497,SCH083,10,Male,Middle,Laptop/Desktop,Moderate,2025-08-01,0.98,0.08,False,,
STU01498,SCH028,9,Female,Middle,Laptop/Desktop,Good,2025-08-01,0.98,0.064,False,,
STU01499,SCH074,9,Male,Low,Shared phone,Poor,2025-08-03,0.119,0.72,False,,
STU01500,SCH056,10,Female,Low,Own phone,Moderate,2025-08-04,0.746,0.218,False,,
STU01501,SCH071,10,Male,Middle,Laptop/Desktop,Poor,2025-08-21,0.719,0.274,False,,
STU01502,SCH016,11,Female,Low,Laptop/Desktop,Moderate,2025-08-05,0.894,0.133,False,,
STU01503,SCH051,8,Male,Middle,Own phone,Moderate,2025-08-17,0.763,0.108,False,,
STU01504,SCH028,8,Male,Middle,Own phone,Good,2025-08-02,0.98,0.064,False,,
STU01505,SCH044,10,Male,Middle,Tablet,Moderate,2025-08-14,0.736,0.161,False,,
STU01506,SCH092,9,Female,Middle,Laptop/Desktop,Moderate,2025-08-10,0.976,0.066,False,,
STU01507,SCH001,10,Male,Middle,Own phone,Moderate,2025-08-12,0.806,0.121,False,,
STU01508,SCH078,9,Male,Middle,Shared phone,Good,2025-08-17,0.975,0.111,False,,
STU01509,SCH066,10,Female,Middle,Laptop/Desktop,Poor,2025-08-05,0.81,0.181,True,40.0,2025-09-10
STU01510,SCH040,7,Female,Middle,Tablet,Poor,2025-08-01,0.506,0.337,True,78.0,2025-10-18
STU01511,SCH079,9,Female,Middle,Shared phone,Poor,2025-08-05,0.472,0.506,False,,
STU01512,SCH090,7,Female,Middle,Own phone,Good,2025-08-17,0.881,0.097,True,53.0,2025-09-23
STU01513,SCH080,8,Male,Middle,Own phone,Good,2025-08-13,0.836,0.099,False,,
STU01514,SCH014,10,Female,Middle,Tablet,Moderate,2025-08-20,0.74,0.158,True,54.0,2025-09-24
STU01515,SCH038,9,Male,Low,Laptop/Desktop,Poor,2025-08-18,0.696,0.275,True,46.0,2025-09-16
STU01516,SCH025,8,Male,Middle,Shared phone,Good,2025-08-04,0.654,0.257,False,,
STU01517,SCH090,11,Male,Low,Shared phone,Moderate,2025-08-02,0.404,0.609,False,,
STU01518,SCH043,10,Male,High,Tablet,Poor,2025-08-01,0.722,0.222,False,,
STU01519,SCH082,9,Male,Middle,Shared phone,Moderate,2025-08-04,0.582,0.285,False,,
STU01520,SCH066,12,Male,Low,Own phone,Moderate,2025-08-11,0.725,0.211,False,,
STU01521,SCH083,8,Female,Middle,Own phone,Moderate,2025-08-01,0.901,0.083,False,,
STU01522,SCH074,11,Male,Middle,Own phone,Moderate,2025-08-19,0.718,0.173,False,,
STU01523,SCH021,7,Male,High,Laptop/Desktop,Good,2025-08-11,0.98,0.061,False,,
STU01524,SCH053,7,Female,High,Shared phone,Moderate,2025-08-16,0.823,0.153,False,,
STU01525,SCH052,8,Male,High,Tablet,Poor,2025-08-19,0.615,0.277,False,,
STU01526,SCH021,6,Non-binary,Middle,Tablet,Poor,2025-08-01,0.571,0.275,False,,
STU01527,SCH049,9,Female,High,Own phone,Good,2025-08-10,0.98,0.056,True,45.0,2025-09-15
STU01528,SCH089,7,Male,Middle,Laptop/Desktop,Poor,2025-08-15,0.953,0.106,False,,
STU01529,SCH040,10,Male,High,Shared phone,Moderate,2025-08-21,0.774,0.227,False,,
STU01530,SCH033,7,Female,Low,Laptop/Desktop,Poor,2025-08-18,0.668,0.311,True,72.0,2025-10-12
STU01531,SCH007,6,Female,High,Shared phone,Moderate,2025-08-05,0.635,0.26,True,61.0,2025-10-01
STU01532,SCH004,12,Female,Middle,Laptop/Desktop,Moderate,2025-08-06,0.892,0.123,False,,
STU01533,SCH091,10,Male,Low,Shared phone,Moderate,2025-08-17,0.525,0.465,True,36.0,2025-09-06
STU01534,SCH025,12,Female,High,Own phone,Moderate,2025-08-14,0.934,0.092,False,,
STU01535,SCH069,9,Male,Middle,Shared phone,Moderate,2025-08-06,0.784,0.179,False,,
STU01536,SCH084,6,Male,High,Own phone,Good,2025-08-11,0.98,0.06,False,,
STU01537,SCH056,9,Male,Low,Shared phone,Moderate,2025-08-20,0.309,0.611,False,,
STU01538,SCH047,9,Female,Middle,Shared phone,Moderate,2025-08-05,0.557,0.301,False,,
STU01539,SCH091,6,Female,Middle,Shared phone,Good,2025-08-07,0.809,0.161,False,,
STU01540,SCH040,11,Female,Low,Shared phone,Good,2025-08-19,0.481,0.523,False,,
STU01541,SCH095,9,Female,Middle,Tablet,Poor,2025-08-15,0.609,0.242,False,,
STU01542,SCH035,10,Female,Middle,Own phone,Moderate,2025-08-05,0.907,0.1,False,,
STU01543,SCH025,9,Female,Low,Shared phone,Moderate,2025-08-07,0.374,0.553,True,32.0,2025-09-02
STU01544,SCH084,9,Female,Middle,Laptop/Desktop,Moderate,2025-08-18,0.98,0.06,False,,
STU01545,SCH029,7,Male,Low,Tablet,Poor,2025-08-06,0.419,0.51,True,77.0,2025-10-17
STU01546,SCH042,12,Female,High,Shared phone,Poor,2025-08-15,0.554,0.444,False,,
STU01547,SCH019,8,Female,High,Own phone,Moderate,2025-08-11,0.98,0.065,False,,
STU01548,SCH034,7,Male,Middle,Own phone,Poor,2025-08-05,0.821,0.156,False,,
STU01549,SCH008,6,Male,Middle,Own phone,Moderate,2025-08-08,0.978,0.067,False,,
STU01550,SCH019,10,Male,Middle,Laptop/Desktop,Good,2025-08-15,0.98,0.079,False,,
STU01551,SCH047,12,Male,Low,Own phone,Moderate,2025-08-17,0.816,0.165,False,,
STU01552,SCH077,11,Female,High,Laptop/Desktop,Moderate,2025-08-01,0.98,0.087,False,,
STU01553,SCH063,10,Male,Low,Tablet,Moderate,2025-08-20,0.644,0.292,False,,
STU01554,SCH088,12,Male,Middle,Laptop/Desktop,Moderate,2025-08-05,0.932,0.092,False,,
STU01555,SCH062,10,Male,Low,Own phone,Good,2025-08-14,0.837,0.153,False,,
STU01556,SCH043,8,Male,Middle,Tablet,Good,2025-08-06,0.931,0.069,False,,
STU01557,SCH060,9,Female,Middle,Tablet,Moderate,2025-08-06,0.751,0.126,False,,
STU01558,SCH044,6,Female,Low,Tablet,Moderate,2025-08-19,0.757,0.174,False,,
STU01559,SCH028,7,Male,Low,Shared phone,Poor,2025-08-15,0.212,0.72,True,69.0,2025-10-09
STU01560,SCH033,8,Male,Low,Shared phone,Good,2025-08-20,0.469,0.483,False,,
STU01561,SCH062,7,Female,Low,Shared phone,Moderate,2025-08-01,0.439,0.472,True,21.0,2025-08-22
STU01562,SCH092,12,Female,Middle,Shared phone,Moderate,2025-08-06,0.721,0.257,False,,
STU01563,SCH094,12,Female,Middle,Laptop/Desktop,Moderate,2025-08-02,0.98,0.069,False,,
STU01564,SCH018,8,Female,Middle,Tablet,Poor,2025-08-10,0.693,0.231,True,71.0,2025-10-11
STU01565,SCH028,10,Female,Low,Shared phone,Moderate,2025-08-10,0.501,0.499,False,,
STU01566,SCH048,8,Male,Middle,Own phone,Good,2025-08-21,0.98,0.059,False,,
STU01567,SCH043,6,Female,Middle,Shared phone,Poor,2025-08-05,0.487,0.457,True,62.0,2025-10-02
STU01568,SCH013,8,Female,Middle,Laptop/Desktop,Moderate,2025-08-14,0.98,0.058,False,,
STU01569,SCH094,7,Female,Low,Laptop/Desktop,Poor,2025-08-21,0.692,0.257,False,,
STU01570,SCH082,8,Male,Middle,Shared phone,Moderate,2025-08-02,0.514,0.331,False,,
STU01571,SCH029,7,Male,Low,Own phone,Good,2025-08-10,0.949,0.108,False,,
STU01572,SCH064,6,Male,Middle,Laptop/Desktop,Good,2025-08-09,0.98,0.058,False,,
STU01573,SCH004,7,Male,Middle,Tablet,Good,2025-08-01,0.98,0.078,False,,
STU01574,SCH082,12,Non-binary,High,Laptop/Desktop,Good,2025-08-09,0.98,0.074,False,,
STU01575,SCH002,6,Male,Low,Own phone,Moderate,2025-08-06,0.915,0.101,False,,
STU01576,SCH089,8,Male,Low,Shared phone,Moderate,2025-08-07,0.38,0.541,True,57.0,2025-09-27
STU01577,SCH032,9,Female,High,Tablet,Moderate,2025-08-05,0.98,0.06,True,54.0,2025-09-24
STU01578,SCH067,8,Male,Middle,Shared phone,Good,2025-08-11,0.79,0.194,False,,
STU01579,SCH069,9,Female,Middle,Laptop/Desktop,Good,2025-08-09,0.913,0.077,True,43.0,2025-09-13
STU01580,SCH091,6,Male,Middle,Tablet,Moderate,2025-08-16,0.875,0.082,False,,
STU01581,SCH087,10,Female,Low,Own phone,Moderate,2025-08-08,0.751,0.229,False,,
STU01582,SCH034,9,Female,Middle,Own phone,Good,2025-08-15,0.98,0.066,False,,
STU01583,SCH070,10,Female,High,Laptop/Desktop,Poor,2025-08-12,0.98,0.116,False,,
STU01584,SCH037,9,Male,Middle,Laptop/Desktop,Moderate,2025-08-08,0.909,0.08,False,,
STU01585,SCH069,8,Male,Middle,Own phone,Moderate,2025-08-18,0.759,0.12,False,,
STU01586,SCH047,8,Female,High,Laptop/Desktop,Moderate,2025-08-16,0.98,0.06,False,,
STU01587,SCH013,7,Male,Middle,Shared phone,Moderate,2025-08-12,0.682,0.217,False,,
STU01588,SCH044,9,Female,Low,Laptop/Desktop,Good,2025-08-12,0.865,0.13,False,,
STU01589,SCH034,6,Male,Middle,Tablet,Good,2025-08-17,0.98,0.066,False,,
STU01590,SCH051,8,Female,Low,Shared phone,Moderate,2025-08-17,0.611,0.334,False,,
STU01591,SCH004,10,Female,Low,Tablet,Moderate,2025-08-15,0.824,0.203,True,61.0,2025-10-01
STU01592,SCH060,6,Male,Middle,Tablet,Poor,2025-08-03,0.845,0.145,False,,
STU01593,SCH053,6,Male,Low,Tablet,Poor,2025-08-05,0.679,0.276,False,,
STU01594,SCH025,10,Male,Low,Own phone,Moderate,2025-08-09,0.551,0.335,True,73.0,2025-10-13
STU01595,SCH084,8,Male,Middle,Tablet,Good,2025-08-13,0.98,0.06,True,48.0,2025-09-18
STU01596,SCH035,11,Male,Low,Laptop/Desktop,Good,2025-08-09,0.98,0.114,False,,
STU01597,SCH069,12,Female,Middle,Own phone,Moderate,2025-08-18,0.916,0.093,False,,
STU01598,SCH084,12,Female,Low,Shared phone,Good,2025-08-08,0.653,0.366,False,,
STU01599,SCH044,8,Male,Middle,Laptop/Desktop,Moderate,2025-08-12,0.889,0.086,False,,
STU01600,SCH094,7,Female,High,Tablet,Good,2025-08-15,0.98,0.056,False,,
STU01601,SCH047,9,Male,Low,Own phone,Moderate,2025-08-08,0.866,0.119,False,,
STU01602,SCH053,10,Female,Middle,Laptop/Desktop,Good,2025-08-12,0.98,0.073,False,,
STU01603,SCH083,10,Female,Low,Shared phone,Moderate,2025-08-16,0.485,0.518,True,54.0,2025-09-24
STU01604,SCH008,8,Female,Low,Laptop/Desktop,Poor,2025-08-09,0.577,0.373,False,,
STU01605,SCH090,6,Male,Low,Own phone,Moderate,2025-08-21,0.88,0.136,False,,
STU01606,SCH083,7,Male,Low,Shared phone,Good,2025-08-12,0.564,0.401,False,,
STU01607,SCH040,7,Female,Low,Laptop/Desktop,Good,2025-08-17,0.854,0.133,False,,
STU01608,SCH014,6,Female,Middle,Tablet,Moderate,2025-08-15,0.939,0.074,False,,
STU01609,SCH002,12,Female,Middle,Shared phone,Good,2025-08-18,0.746,0.222,False,,
STU01610,SCH010,6,Female,High,Laptop/Desktop,Poor,2025-08-15,0.98,0.093,False,,
STU01611,SCH066,9,Female,High,Laptop/Desktop,Good,2025-08-12,0.98,0.061,False,,
STU01612,SCH091,12,Male,Middle,Laptop/Desktop,Good,2025-08-16,0.889,0.097,False,,
STU01613,SCH005,8,Female,Low,Shared phone,Moderate,2025-08-10,0.476,0.439,False,,
STU01614,SCH074,9,Female,Low,Shared phone,Moderate,2025-08-18,0.328,0.597,False,,
STU01615,SCH023,10,Female,Middle,Tablet,Poor,2025-08-11,0.749,0.228,False,,
STU01616,SCH088,8,Female,High,Laptop/Desktop,Poor,2025-08-16,0.907,0.123,False,,
STU01617,SCH090,9,Female,Low,Shared phone,Poor,2025-08-05,0.149,0.72,True,38.0,2025-09-08
STU01618,SCH059,11,Male,Low,Own phone,Good,2025-08-04,0.824,0.166,True,70.0,2025-10-10
STU01619,SCH012,10,Male,Middle,Shared phone,Good,2025-08-12,0.554,0.389,False,,
STU01620,SCH076,11,Male,High,Own phone,Poor,2025-08-18,0.578,0.365,True,35.0,2025-09-05
STU01621,SCH052,12,Female,Middle,Tablet,Good,2025-08-16,0.709,0.182,False,,
STU01622,SCH095,8,Male,Middle,Shared phone,Good,2025-08-07,0.8,0.16,False,,
STU01623,SCH010,10,Male,Middle,Tablet,Moderate,2025-08-18,0.928,0.087,False,,
STU01624,SCH028,9,Male,Middle,Tablet,Good,2025-08-14,0.908,0.079,True,41.0,2025-09-11
STU01625,SCH100,10,Male,Middle,Own phone,Good,2025-08-12,0.964,0.083,False,,
STU01626,SCH059,10,Female,Middle,Laptop/Desktop,Moderate,2025-08-21,0.98,0.076,False,,
STU01627,SCH004,10,Non-binary,Middle,Shared phone,Good,2025-08-17,0.512,0.451,False,,
STU01628,SCH040,11,Male,Middle,Shared phone,Moderate,2025-08-07,0.567,0.363,False,,
STU01629,SCH097,8,Male,Low,Own phone,Poor,2025-08-02,0.648,0.287,False,,
STU01630,SCH079,10,Male,Low,Own phone,Poor,2025-08-06,0.497,0.499,False,,
STU01631,SCH060,7,Non-binary,Low,Shared phone,Good,2025-08-04,0.467,0.476,True,48.0,2025-09-18
STU01632,SCH010,9,Female,Low,Laptop/Desktop,Good,2025-08-04,0.919,0.103,False,,
STU01633,SCH009,10,Male,Low,Shared phone,Moderate,2025-08-11,0.418,0.567,False,,
STU01634,SCH087,11,Male,Middle,Shared phone,Moderate,2025-08-21,0.565,0.39,False,,
STU01635,SCH050,8,Male,Middle,Laptop/Desktop,Moderate,2025-08-14,0.927,0.075,False,,
STU01636,SCH097,9,Male,Middle,Laptop/Desktop,Good,2025-08-09,0.98,0.057,False,,
STU01637,SCH028,8,Female,Middle,Own phone,Poor,2025-08-06,0.628,0.25,False,,
STU01638,SCH063,7,Female,High,Shared phone,Moderate,2025-08-17,0.518,0.37,True,36.0,2025-09-06
STU01639,SCH027,7,Female,High,Own phone,Moderate,2025-08-12,0.965,0.06,False,,
STU01640,SCH099,12,Male,Low,Shared phone,Poor,2025-08-02,0.479,0.636,True,55.0,2025-09-25
STU01641,SCH097,8,Male,Low,Own phone,Good,2025-08-10,0.873,0.11,False,,
STU01642,SCH098,12,Male,Low,Tablet,Good,2025-08-04,0.832,0.155,False,,
STU01643,SCH094,7,Male,High,Own phone,Moderate,2025-08-11,0.98,0.056,False,,
STU01644,SCH039,10,Male,Low,Own phone,Good,2025-08-02,0.782,0.217,False,,
STU01645,SCH079,9,Female,Low,Tablet,Good,2025-08-05,0.859,0.137,False,,
STU01646,SCH093,10,Male,Middle,Shared phone,Poor,2025-08-18,0.281,0.696,False,,
STU01647,SCH040,10,Male,Middle,Shared phone,Poor,2025-08-04,0.364,0.634,False,,
STU01648,SCH064,10,Male,Middle,Laptop/Desktop,Good,2025-08-03,0.98,0.071,False,,
